movie_id,title,original_title,overview,tagline,status,release_date,runtime,budget,revenue,popularity,vote_average,vote_count,original_language,genres,production_countries,imdb_id
68718,Django Unchained,Django Unchained,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.","Life, liberty, and the pursuit of vengeance.",Released,2012-12-25,165,100000000,425368238,20.5439,8.187,27663,en,Drama|Western,US,tt1853728
361790,No One Loves Anyone For More Than Two Years,Ninguém Ama Ninguém por Mais de Dois Anos,"""No one loves anyone for more than two years"" is an adaptation of Nelson Rodrigues' work about five couples that live in Brazil in the early 60's, who are seen by the society as conventional people, but whose intimate lives turn out to be morally questionable.",,Released,2015-11-12,88,0,0,20.5353,5.917,12,pt,Drama|Romance|Comedy,BR,tt5532160
822100,A Choice of Weapons: Inspired by Gordon Parks,A Choice of Weapons: Inspired by Gordon Parks,"This documentary chronicles renaissance man Gordon Parks’ stellar career from staff photographer for LIFE magazine, through his artistic development photographing everyday Americans, through his evolution as a novelist and groundbreaking filmmaker.",The new generation of artists shaped by a legend.,Released,2021-06-18,89,0,0,20.5133,6.8,19,en,Documentary,US,tt14495394
401571,Padre nuestro que estas en la tierra,Padre nuestro que estas en la tierra,Single father with a disability struggles to raise his son.,,Released,1972-09-28,90,0,0,20.5097,5.0,2,es,Drama,MX,tt0323549
58087,Amarsi un po'...,Amarsi un po'...,"In an accident the young mechanic Marco Coccia meets Cristiana. The two fall in love with one another. Cristiana confesses only later that she is a genuine princess. For Marco it is not a problem, but for Cristiana's parents it is a very big problem. The two must separate. When one evening Cristiana calls Marco and lets him know about her forthcoming wedding, Marco with the car races toward Paris and has an accident...",,Released,1984-10-05,93,0,0,20.498,6.284,51,it,Comedy,IT,tt0086881
72105,Ted,Ted,"John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear or his girlfriend, Lori.",Ted is coming.,Released,2012-06-29,107,50000000,549368315,20.4843,6.448,13008,en,Comedy|Fantasy,US,tt1637725
1266990,Kulong,Kulong,"Three friends retreat to a resort to collaborate on a daring screenplay for a contest. Faced with the challenge of writing about passion despite their own dry spells, their journey soon blurs the line between imagination and experience.",,Released,2024-05-24,48,0,0,20.4698,6.433,15,tl,Drama,PH,tt32164798
150046,Winter A-Go-Go,Winter A-Go-Go,"Teenagers work, play, and dance to rock 'n' roll at the Lake Tahoe ski lodge.",Ski Buffs and Ski Babes on the Go-Go in the Snow-Snow!,Released,1965-10-28,88,0,0,20.4643,4.8,2,en,Music|Comedy,,tt0059916
643776,Cu Li Never Cries,Cu li không bao giờ khóc,"A woman tries to cling onto dimming links to her past after inheriting a pygmy slow loris from her long-estranged husband; meanwhile, her niece prepares for marriage as the young couple ponders their gloomy future together. The present and the complex echoes of Vietnamese history are entwined before a contemplative and poetic perspective.","They say, live in the now as much as you can. But the past returns regardless. Unwhole. Fragmented. Existing in pieces of experience.",Released,2024-11-15,93,572000,28350,20.4569,8.0,1,vi,Drama,FR|NO|PH|SG|VN,tt30953660
381656,Unmistaken Hands: Ex Voto F.H.,Unmistaken Hands: Ex Voto F.H.,"In a realm beyond the senses, plants interact with surreal cinematography to chart the course of our character: an entity said to embody the life and work of Felisberto Hernández, Uruguayan father of magical realism. Through this journey, we are confronted with an open-ended experience questioning the nature of musicality versus cinematography, entity versus aberration, and self versus space, in a self-referential, blurry, digital and mystical setting.",,Released,2013-11-01,26,0,0,20.4467,6.071,7,en,Animation|Drama|Fantasy,GB|US,tt3158440
137051,Midnight Matinee,Midnight Matinee,"Even though a devastating murder took place during a small town's horror film festival two years earlier, townspeople want another festival.",Every mystery has its clues,Released,1988-10-12,91,0,0,20.4362,5.0,6,en,Horror|Mystery|Thriller|TV Movie,CA,tt0095602
272417,I Lost My Heart to a Turk,Bir Türk'e Gönül Verdim,"I Lost My Heart to a Turk is the story of a German woman Eva Bender, who is deserted by a Turkish worker in Germany five years earlier and left alone with a child Zafer. Eva's father refuses his illegitimate grandson from a Turkish worker. She comes to Kayseri, Turkey with her illegitimate child to seek her lover, Ismail Acar. Ismail is now working at Sümer Cotton Cloth factory as a mechanic and establishing a small private business. Eva finds her ex-lover Ismail who now lives with his wife and children. Humiliated by her ex-lover, the German woman receives assistance by another Turkish worker, Mustafa.",,Released,1969-01-01,90,0,0,20.402,6.5,1,tr,Drama,TR,tt0274381
242161,Casseta & Planeta: A Taça do Mundo é Nossa!,Casseta & Planeta: A Taça do Mundo é Nossa!,"A satire about the dictatorship period in Brazil, in which communist militants try to steal the soccer World Cup Trophy from the players Pelé and Carlos Alberto Torres.",,Released,2003-11-21,90,0,0,20.4019,4.529,17,pt,Comedy,BR,tt0354087
369471,The Unspoiled Diamond,ダイアモンドは傷つかない,"A college student has an affair with a married, middle-aged teacher.",,Released,1982-05-15,104,0,0,20.3983,3.6,5,ja,Romance|Drama,JP,tt0241349
820446,Downton Abbey: A New Era,Downton Abbey: A New Era,"The Crawley family goes on a grand journey to the south of France to uncover the mystery of the dowager countess's newly inherited villa. Meanwhile, a Hollywood director seeks to film his latest production at Downton.",A cinematic return.,Released,2022-04-27,124,40000000,92651384,20.3897,7.196,596,en,Drama|Romance,GB|US,tt11703710
71524,Ace of Aces,L'As des as,"In this action comedy the French boxer Jo Cavalier is charmed on the train to Berlin for the Olympics in Hitler's Germany by the little boy Simon Rosenblum who asks his autograph; when it turns out his adorable young fan is a Jewish orphan in danger of persecution, he risks his one shot at Olympic glory to save Simon and his family, helped only by a German officer-gentleman who became his friend in World War I, by an adventurous escape to Switzerland, Nazi troops on their heals and braving impossible odds in roller coaster-style.",,Released,1982-10-27,100,0,0,20.3807,7.034,343,fr,Adventure|Comedy,FR|DE,tt0083580
1129290,Die Aufklärungsrolle - Als die Liebe laufen lernte,Die Aufklärungsrolle - Als die Liebe laufen lernte,Compilation film with material from German sex education films of the 60s and 70s. A flood of such films started in cinemas at that time and the makers wanted to educate about sexuality and its possible dangers.,,Released,1988-06-23,84,0,0,20.3737,2.0,2,de,Documentary|Comedy,DE,tt0094687
519182,Despicable Me 4,Despicable Me 4,"Gru and Lucy and their girls—Margo, Edith and Agnes—welcome a new member to the Gru family, Gru Jr., who is intent on tormenting his dad. Gru also faces a new nemesis in Maxime Le Mal and his femme fatale girlfriend Valentina, forcing the family to go on the run.",Things just got a little more despicable.,Released,2024-06-20,94,100000000,969597394,20.3719,6.991,3091,en,Family|Comedy|Animation|Science Fiction|Action,US,tt7510222
4935,Howl's Moving Castle,ハウルの動く城,"Sophie, a young milliner, is turned into an elderly woman by a witch who enters her shop and curses her. She encounters a wizard named Howl and gets caught up in his resistance to fighting for the king.",The two lived there.,Released,2004-09-09,119,24000000,236049757,20.3686,8.386,10871,ja,Fantasy|Animation|Adventure,JP,tt0347149
1511633,Nammoora Raja,Nammoora Raja,A corrupt politician's plan of constructing a chemical factory is foiled by Raja. Things take a turn when Raja falls in love with the politician's daughter.,,Released,1988-04-19,141,0,0,20.3486,0.0,0,kn,Action|Drama,IN,tt1332567
209302,A Song Goes Round the World,Ein Lied geht um die Welt,"A Song Goes Round the World is a 1933 German drama film directed by Richard Oswald and starring Joseph Schmidt, Viktor de Kowa and Charlotte Ander.",,Released,1933-05-08,96,0,0,20.3472,3.4,5,de,Drama|Music|Comedy|Romance,DE,tt0024254
940551,Migration,Migration,"After a migrating duck family alights on their pond with thrilling tales of far-flung places, the Mallard family embarks on a family road trip, from New England, to New York City, to tropical Jamaica.",Odd ducks welcome.,Released,2023-12-06,83,72000000,298776052,20.3452,7.351,2198,en,Family|Comedy|Adventure|Animation,US,tt6495056
58086,The Past Is a Foreign Land,Il passato è una terra straniera,"A promising law student from a good family is driven by a cool cardsharper into a downward spiral of criminality, discovering a part of himself he had never known.",,Released,2008-10-31,120,5600000,965171,20.333,6.171,38,it,Drama|Thriller,IT,tt1166110
777090,Das Glück ist ein Vogerl,Das Glück ist ein Vogerl,"Salzburg. A few weeks before Christmas. Franz, in his late forties, secretly dreams of a career as a rock guitarist, but in real life he ekes out an unsuccessful existence as a music teacher. In addition, his marriage to Linn is in deep crisis and the pubescent daughter Julie hardly speaks to her parents.",,Released,2020-12-16,88,0,0,20.2919,6.0,2,de,Comedy|Drama,AT|DE,tt13666714
42447,Cyber-C.H.I.C.,Cyber-C.H.I.C.,"A madman is holding the world hostage for a billion dollars. Chaos and violence rule the streets. Enter Robo C.H.I.C.… a Computerized, Humanoid, Intelligence Clone… an unstoppable killing machine packed into one of the hottest bodies around! The ultimate crime fighter, she's faster than a laser beam, more powerful than an atom bomb and able to wipe out ten men with a single blast from her ion shooting orbs. The challenge: can this bodacious bombshell wipe out the bad guys, save the world, fall in love and get her hair done all in the same day? Or, will the vicious scum take over the earth and get all of the great looking babes?",Part Cop Part Machine ALL WOMAN,Released,1990-08-09,102,0,0,20.2868,2.7,11,en,Action|Comedy,US,tt0098211
1225706,Manic a Go-Go,Manic a Go-Go,A female comedian bombs on a TV show and hooks up with a guy being chased by crazy NYC gangsters.,,Released,1992-01-01,45,0,0,20.2599,7.0,1,en,Comedy,US,tt15249776
173541,How to Save a Marriage and Ruin Your Life,How to Save a Marriage and Ruin Your Life,Wealthy playboy David Sloane wrongly believes good girl Carol Corman is his best friend's mistress.,The wife you save... may be your own!,Released,1968-01-17,102,0,0,20.2434,5.4,14,en,Romance|Comedy,US,tt0063102
1166694,Skin of Youth,Ồn ào tuổi trẻ,Two young LGBTQ+ lovers in 1990s Saigon get entangled in the criminal underground and must do battle with dark forces that threaten their relationship and test the limits of their humanity.,,Released,2025-03-21,121,888000,0,20.2359,9.0,1,vi,Drama,FR|JP|SG|VN,tt9783540
695531,The Five Rules Of Success,The Five Rules Of Success,An enterprising ex-convict overcomes tragedy by designing his own path to success within a society that failed him.,,Released,2020-08-24,84,0,0,20.2314,3.5,4,en,Crime|Thriller,US,tt9261052
